id,date time,latitude,longitude,Height,Type,Amplitude,2D_Error,minute of the day
25953,20110818 15:37:59,51.3847,5.6921,0,1,-20.1,0.055,937
25954,20110818 15:37:59,51.3818,5.6938,11,2,-5.6,0.171,937
25955,20110818 15:38:00,50.6023,4.7968,7.7,2,5.2,0.183,938
25956,20110818 15:38:00,50.8428,4.817,0,1,7.4,0.07,938
25957,20110818 15:38:00,50.885,4.8599,9.8,2,-6.3,0.338,938
25958,20110818 15:38:00,50.8533,4.8733,8.8,2,-3,0.186,938
25959,20110818 15:38:00,50.8982,4.8331,0,2,-11.5,0.05,938
25960,20110818 15:38:00,50.8769,4.9159,12.4,2,-4.2,0.406,938
25961,20110818 15:38:00,50.8721,4.8887,9.1,2,5.9,0.253,938
25962,20110818 15:38:01,50.8888,4.7452,7.5,2,-5.7,0.258,938
25963,20110818 15:38:01,50.9279,4.9737,0,2,-7.5,0.492,938
25964,20110818 15:38:01,50.8708,4.8457,9.2,2,-22.2,0.209,938
25965,20110818 15:38:01,50.8899,4.8513,8.4,2,-6.3,0.247,938
25966,20110818 15:38:02,51.3368,5.2999,0,1,-9.8,0.062,938
25967,20110818 15:38:02,50.6864,4.7327,9.5,2,3.9,0.36,938
25968,20110818 15:38:02,50.8377,4.9292,9.7,2,-15.5,0.171,938
25969,20110818 15:38:02,50.6655,4.6883,0,1,-4.4,0.201,938
25970,20110818 15:38:02,50.6924,4.6979,9.7,2,-5.5,0.419,938
25971,20110818 15:38:03,50.9371,4.8758,7.2,2,-4.4,0.117,938
25972,20110818 15:38:03,50.9377,4.8889,7.1,2,-7.2,0.099,938
25973,20110818 15:38:03,51.0943,4.0018,0,1,-11.8,0.047,938
25974,20110818 15:38:03,51.0956,4.0026,0,1,-10.2,0.054,938
25975,20110818 15:38:03,50.8282,4.8711,12.2,2,4.8,0.394,938
25976,20110818 15:38:03,51.3331,5.1355,0,1,-4.4,0.075,938
25977,20110818 15:38:03,50.8607,4.8564,8.4,2,-6.7,0.24,938
25978,20110818 15:38:04,50.8434,4.8568,9.1,2,-5.6,0.302,938
25979,20110818 15:38:04,50.8714,4.8152,11.1,2,4.8,0.432,938
25980,20110818 15:38:04,50.8729,4.8089,8.4,2,-6.5,0.156,938
25981,20110818 15:38:04,50.8462,4.8446,7.7,2,-4.2,0.208,938
25982,20110818 15:38:04,50.8706,4.8379,8.4,2,-12.9,0.151,938
25983,20110818 15:38:04,51.2491,5.1351,0,1,-8.9,0.044,938
25984,20110818 15:38:04,50.6731,4.7144,22.6,2,1.7,1.728,938
25985,20110818 15:38:05,51.2915,5.1338,0,1,-4.3,0.09,938
25986,20110818 15:38:05,51.2821,5.1598,0,1,-7.1,0.075,938
25987,20110818 15:38:05,50.8652,4.8825,0,1,7.4,0.069,938
25988,20110818 15:38:05,51.2592,5.2381,0,1,-12.5,0.046,938
25989,20110818 15:38:05,50.8235,4.8716,9.4,2,-4.2,0.294,938
25990,20110818 15:38:05,50.8262,4.8794,0,1,7.9,0.06,938
25991,20110818 15:38:05,50.8204,4.8194,8.2,2,-9.7,0.14,938
25992,20110818 15:38:05,50.8543,4.9244,10.1,2,-7.4,0.207,938
25993,20110818 15:38:05,50.6598,4.7599,10.9,2,-6.4,0.277,938
25994,20110818 15:38:05,50.9087,4.8915,8.9,2,-6,0.194,938
25995,20110818 15:38:06,50.8895,4.8466,7.2,2,-7.7,0.101,938
25996,20110818 15:38:06,50.8614,4.8851,12.2,2,-4.9,0.484,938
25997,20110818 15:38:06,50.7788,4.832,0,1,6.8,0.059,938
25998,20110818 15:38:06,50.8346,4.8825,11.2,2,9.9,0.276,938
25999,20110818 15:38:07,50.8973,4.7969,10.5,2,-8.5,0.105,938
26000,20110818 15:38:07,50.6737,4.7321,9.6,2,-5.7,0.369,938
26001,20110818 15:38:07,50.8091,4.8549,8.9,2,-5.3,0.265,938
26002,20110818 15:38:07,50.8274,4.8008,6.9,2,-6.7,0.153,938
26003,20110818 15:38:07,50.8411,4.8073,9.2,2,-4.7,0.428,938
26004,20110818 15:38:07,50.8358,4.8211,0,1,-10.4,0.071,938
26005,20110818 15:38:07,50.7672,4.9377,0,1,-5.3,0.521,938
26006,20110818 15:38:07,50.8309,4.8272,0,1,-6.3,0.477,938
26007,20110818 15:38:08,51.2675,5.252,0,1,-8.4,0.048,938
26008,20110818 15:38:08,51.2444,5.2908,0,1,-8.5,0.057,938
26009,20110818 15:38:08,50.9952,4.7227,8.6,2,-5.8,0.327,938
26010,20110818 15:38:08,50.9194,4.6521,0,1,-4.2,0.399,938
26011,20110818 15:38:08,50.8617,4.8953,0,1,-6.7,0.062,938
26012,20110818 15:38:08,50.6998,4.7771,19.9,2,-4.2,1.165,938
26013,20110818 15:38:08,50.6917,4.8042,7.9,2,4.3,0.21,938
26014,20110818 15:38:08,50.9037,4.8288,7.8,2,4.2,0.204,938
26015,20110818 15:38:09,50.6743,4.7663,0,1,-3.9,0.292,938
26016,20110818 15:38:09,50.9184,4.7792,6,2,-12.4,0.05,938
26017,20110818 15:38:09,50.9254,4.7524,8.6,2,-6.8,0.325,938
26018,20110818 15:38:09,50.6677,4.678,12.5,2,-3.3,0.719,938
26019,20110818 15:38:09,50.6544,4.6606,10.3,2,-4.5,0.474,938
26020,20110818 15:38:09,50.8789,4.8791,11,2,12.5,0.278,938
26021,20110818 15:38:10,50.9059,4.9303,13.2,2,-5.5,0.361,938
26022,20110818 15:38:10,50.9041,4.9479,13.5,2,4.8,0.65,938
26023,20110818 15:38:10,50.8671,4.8471,9.1,2,-12.1,0.157,938
26024,20110818 15:38:10,50.8923,4.8493,8.9,2,-5.5,0.236,938
26025,20110818 15:38:10,50.893,4.8498,8.6,2,-6.1,0.256,938
26026,20110818 15:38:10,50.6801,4.7145,8.3,2,5.2,0.283,938
26027,20110818 15:38:10,50.8824,4.8114,0,1,5.6,0.363,938
26028,20110818 15:38:10,51.303,5.357,0,1,10.5,0.058,938
26029,20110818 15:38:11,50.884,4.8498,8.3,2,-7.1,0.183,938
26030,20110818 15:38:11,50.8807,4.9213,12.7,2,11.9,0.328,938
26031,20110818 15:38:11,51.1965,4.9318,0,1,-4.7,0.067,938
26032,20110818 15:38:11,50.8762,4.8905,8.9,2,-4.1,0.192,938
26033,20110818 15:38:11,51.3415,5.463,0,1,-6.4,0.06,938
26034,20110818 15:38:11,50.8424,4.845,8.5,2,-4,0.259,938
26035,20110818 15:38:11,50.8248,4.8368,9.5,2,-5.7,0.334,938
26036,20110818 15:38:11,50.8807,4.8417,9,2,8.5,0.276,938
26037,20110818 15:38:11,50.8578,4.8048,0,1,6.6,0.119,938
26038,20110818 15:38:11,50.861,4.8042,10.8,2,-4.5,0.469,938
26039,20110818 15:38:11,50.8605,4.8051,9.9,2,-4,0.392,938
26040,20110818 15:38:12,50.9007,4.8224,0,1,-17.3,0.054,938
26041,20110818 15:38:12,50.639,4.6753,7.5,2,-5.8,0.147,938
26042,20110818 15:38:12,50.7899,4.6238,7,2,-3.9,0.332,938
26043,20110818 15:38:12,50.886,4.8247,6.7,2,-5.6,0.185,938
26044,20110818 15:38:12,50.7898,4.6306,6.2,2,5.6,0.241,938
26045,20110818 15:38:12,51.185,4.7554,0,1,5.6,0.069,938
26046,20110818 15:38:12,50.8684,4.8652,0,1,-10.9,0.066,938
26047,20110818 15:38:13,50.8743,4.892,0,1,3.2,0.099,938
26048,20110818 15:38:13,50.6408,4.6704,11.6,2,4.3,0.559,938
26049,20110818 15:38:13,50.9417,4.7953,0,1,-6.7,0.06,938
26050,20110818 15:38:14,50.7005,4.7685,12.2,2,-8.4,0.549,938
26051,20110818 15:38:14,50.8995,4.8531,8.5,2,3.6,0.287,938
26052,20110818 15:38:14,50.8389,4.8344,0,1,5.9,0.223,938
26053,20110818 15:38:14,50.6562,4.6962,8.8,2,10.2,0.28,938
26054,20110818 15:38:14,50.9432,4.8317,7,2,5.9,0.171,938
26055,20110818 15:38:14,51.2529,4.9846,0,1,13.7,0.064,938
26056,20110818 15:38:15,50.6874,3.8455,5,2,13.9,0.055,938
26057,20110818 15:38:15,50.6906,3.8403,0,1,-31.7,0.04,938
26058,20110818 15:38:15,50.9414,4.6253,9.2,2,-5.5,0.49,938
26059,20110818 15:38:15,50.7073,3.8188,0,1,-15,0.045,938
26060,20110818 15:38:15,50.7127,3.8271,0,1,-21.4,0.038,938
26061,20110818 15:38:15,50.8806,4.8534,9.1,2,4.4,0.278,938
26062,20110818 15:38:16,50.8916,4.8251,8.9,2,-5.1,0.267,938
26063,20110818 15:38:16,50.8788,4.8493,8.6,2,-5.9,0.249,938
26064,20110818 15:38:16,50.8676,4.8828,9.2,2,-13.2,0.185,938
26065,20110818 15:38:16,50.9131,4.8856,7.4,2,-6.3,0.148,938
26066,20110818 15:38:16,51.1174,4.7283,0,1,-7.1,0.135,938
26067,20110818 15:38:17,50.8372,4.8039,9.4,2,-4.6,0.29,938
26068,20110818 15:38:17,50.8293,4.7947,0,1,6.3,0.214,938
26069,20110818 15:38:17,50.6764,4.6872,11.8,2,-9.8,0.414,938
26070,20110818 15:38:17,50.8519,4.8957,0,1,-5.9,0.071,938
26071,20110818 15:38:17,51.0763,4.8107,0,2,5.3,0.355,938
26072,20110818 15:38:17,50.8556,4.8836,10.2,2,7.7,0.233,938
26073,20110818 15:38:17,50.8546,4.8852,9.1,2,4.6,0.253,938
26076,20110818 15:38:18,50.8509,4.7006,6.5,2,-4.8,0.189,938
26077,20110818 15:38:18,50.8629,4.7311,6,2,-5.4,0.175,938
26078,20110818 15:38:18,50.8988,4.8532,7.5,2,-6.8,0.129,938
26079,20110818 15:38:18,50.6891,4.7789,10.1,2,2.6,0.35,938
26080,20110818 15:38:19,50.8733,4.8527,8.5,2,-4.3,0.267,938
26081,20110818 15:38:19,50.8753,4.833,10.1,2,-10.4,0.287,938
26082,20110818 15:38:19,50.8724,4.8228,9.2,2,10.2,0.639,938
26083,20110818 15:38:19,50.6499,4.7325,9.3,2,-15.1,0.307,938
26084,20110818 15:38:19,51.1744,4.8029,0,1,7.1,0.063,938
26085,20110818 15:38:20,50.9256,4.9162,0,1,8.8,0.065,938
26086,20110818 15:38:20,50.9353,4.8994,8.9,2,-5.7,0.175,938
26088,20110818 15:38:20,50.6728,4.7185,8.7,2,4.8,0.324,938
26090,20110818 15:38:20,50.8909,4.8649,0,2,5.2,0.062,938
26091,20110818 15:38:20,50.9156,4.8787,10.6,2,4.8,0.276,938
26092,20110818 15:38:20,50.6295,4.6964,13.6,2,5.4,0.681,938
26093,20110818 15:38:20,50.9301,4.9093,9.6,2,-5.4,0.207,938
26094,20110818 15:38:20,50.687,4.7025,9.8,2,5.7,0.412,938
26095,20110818 15:38:20,50.9522,4.8423,8.7,2,-5.4,0.183,938
26096,20110818 15:38:20,50.98,4.6794,10.4,2,5.5,0.295,938
26097,20110818 15:38:20,50.8073,4.8175,8.3,2,-6.6,0.248,938
26098,20110818 15:38:20,50.8466,4.8093,9.6,2,-3.8,0.354,938
26099,20110818 15:38:20,50.8386,4.8065,10,2,5.9,0.433,938
26100,20110818 15:38:21,50.6189,4.6454,0,1,-8.5,0.055,938
26101,20110818 15:38:21,51.9016,4.7902,0,1,13.1,0.056,938
26102,20110818 15:38:21,51.887,4.7344,0,1,11.9,0.065,938
26103,20110818 15:38:21,50.9011,4.5301,9.4,2,-3.8,0.871,938
26104,20110818 15:38:21,51.8838,4.8547,6.8,2,-9.9,0.064,938
26105,20110818 15:38:21,51.8986,4.6999,0,1,-11.3,0.056,938
26106,20110818 15:38:21,50.8691,4.9242,9.3,2,6.3,0.25,938
26107,20110818 15:38:22,50.9364,4.8187,9.3,2,7,0.222,938
26108,20110818 15:38:22,50.8893,4.9058,9.4,2,-8.8,0.279,938
26109,20110818 15:38:22,50.6463,4.7014,8.7,2,-2.7,0.321,938
26110,20110818 15:38:22,50.8435,4.8839,0,1,76.1,0.053,938
26111,20110818 15:38:22,51.2557,4.9876,10.4,2,-3.7,0.152,938
26112,20110818 15:38:22,51.2604,4.9878,9.2,2,-5.8,0.142,938
26113,20110818 15:38:22,51.2384,4.9657,0,1,-5.8,0.073,938
26114,20110818 15:38:22,51.3034,5.0869,0,1,-6.9,0.169,938
26115,20110818 15:38:22,51.3994,5.5029,0,1,6.2,0.064,938
26116,20110818 15:38:23,50.8762,4.8897,9.7,2,5.4,0.294,938
26117,20110818 15:38:23,50.6773,4.7367,12.5,2,-7,0.11,938
26118,20110818 15:38:23,50.8993,4.8366,8.3,2,-5.7,0.35,938
26119,20110818 15:38:23,50.8643,4.8203,10.5,2,-7.4,0.412,938
26120,20110818 15:38:23,50.9012,4.8482,0,2,4.7,0.327,938
26121,20110818 15:38:23,50.8433,4.9074,0,1,-8.8,0.066,938
26122,20110818 15:38:23,50.883,4.8578,10,2,-4.8,0.347,938
26123,20110818 15:38:23,50.9275,4.7529,11.2,2,7.4,0.549,938
26124,20110818 15:38:23,50.9306,4.7683,0,1,-14.3,0.061,938
26125,20110818 15:38:24,50.9019,4.9486,10.8,2,-4.5,0.328,938
26126,20110818 15:38:24,50.8251,4.7937,0,1,4.5,0.09,938
26127,20110818 15:38:24,50.7005,4.6734,10.3,2,-4.8,0.478,938
26128,20110818 15:38:24,50.8694,4.8746,10.4,2,-5.9,0.351,938
26129,20110818 15:38:24,50.8657,4.8817,10.8,2,-5.1,0.38,938
26130,20110818 15:38:25,51.2192,4.8959,0,1,9.2,0.071,938
26131,20110818 15:38:25,50.8883,4.8513,9.3,2,-10.6,0.253,938
26132,20110818 15:38:25,50.8395,4.8517,8.9,2,-5.1,0.274,938
26133,20110818 15:38:26,51.0855,4.5664,0,1,-7.2,0.098,938
26134,20110818 15:38:26,50.9008,4.8047,6.6,2,-5.2,0.131,938
26135,20110818 15:38:26,51.4121,5.663,8.4,2,6,0.146,938
26136,20110818 15:38:27,50.6566,4.6843,9.5,2,4.3,0.41,938
26137,20110818 15:38:27,51.2791,5.3139,0,1,7.4,0.058,938
26138,20110818 15:38:27,51.2835,5.317,0,1,-14.4,0.05,938
26139,20110818 15:38:27,50.9247,4.7842,0,2,17.7,0.041,938
26140,20110818 15:38:28,51.0141,4.669,6.8,2,-5.8,0.197,938
26141,20110818 15:38:28,50.8819,4.6829,8.3,2,-4.9,0.387,938
26142,20110818 15:38:28,50.6545,4.6692,11,2,-5.5,0.646,938
26143,20110818 15:38:28,50.8018,4.814,8.3,2,-5,0.272,938
26144,20110818 15:38:28,50.8626,4.9287,15.1,2,-4.4,0.928,938
26145,20110818 15:38:28,50.9028,4.8684,9,2,-8,0.199,938
26146,20110818 15:38:29,50.9392,4.788,8.3,2,-2.7,0.398,938
26147,20110818 15:38:29,50.8921,4.8676,9.1,2,4.1,0.249,938
26148,20110818 15:38:29,50.9367,4.8203,0,1,-12.4,0.061,938
26149,20110818 15:38:30,50.8844,4.8699,9.7,2,-6.1,0.309,938
26150,20110818 15:38:30,50.9372,4.8176,9.2,2,-5.5,0.408,938
26151,20110818 15:38:30,50.8861,4.8497,8.5,2,-6.8,0.154,938
26152,20110818 15:38:30,50.941,4.814,9.3,2,-6.8,0.313,938
26153,20110818 15:38:30,51.3265,5.4094,11.6,2,-6.2,0.197,938
26154,20110818 15:38:30,50.8857,4.8503,9.4,2,-6.8,0.204,938
26155,20110818 15:38:30,50.8602,4.8528,0,2,-10.1,0.388,938
26156,20110818 15:38:30,50.9484,4.9039,0,1,10.7,0.067,938
26159,20110818 15:38:31,51.1747,4.8482,0,1,-13.2,0.042,938
26160,20110818 15:38:31,51.1911,4.7933,0,1,-8.5,0.054,938
26161,20110818 15:38:31,50.8833,4.8495,0,1,-9.6,0.061,938
26162,20110818 15:38:31,51.3145,5.3118,8.7,2,-9.4,0.067,938
26163,20110818 15:38:31,51.197,5.2702,0,1,-6.4,0.055,938
26164,20110818 15:38:31,51.7236,4.9047,0,1,-57.9,0.06,938
26165,20110818 15:38:31,51.7253,4.9065,0,1,-11.2,0.048,938
26166,20110818 15:38:31,51.6988,4.8951,6,2,9.4,0.065,938
26167,20110818 15:38:31,51.7258,4.9004,0,1,12.8,0.054,938
26168,20110818 15:38:31,51.717,4.866,8,2,233.1,0.07,938
26169,20110818 15:38:31,51.6279,4.8903,0,2,-9.7,0.114,938
26170,20110818 15:38:31,51.5831,4.9058,0,1,-7,0.085,938
26171,20110818 15:38:31,51.5775,4.8931,7.8,2,-8,0.191,938
26172,20110818 15:38:31,51.5564,4.8865,6.3,2,-7.7,0.071,938
26173,20110818 15:38:32,50.8699,4.9125,11.8,2,-13.9,0.305,938
26174,20110818 15:38:32,50.8777,4.8768,9.9,2,5.7,0.226,938
26176,20110818 15:38:32,50.7874,4.852,8.5,2,-4.2,0.219,938
26177,20110818 15:38:32,50.9099,4.9499,0,1,-5.3,0.059,938
26178,20110818 15:38:33,50.8876,4.8859,9,2,4.1,0.259,938
26179,20110818 15:38:33,50.6806,4.7717,11.6,2,7.7,0.484,938
26180,20110818 15:38:33,50.6807,4.7732,10.9,2,6.3,0.418,938
26181,20110818 15:38:33,50.6214,4.7538,12,2,-4.3,0.451,938
26182,20110818 15:38:34,50.7453,4.9405,0,2,7.7,0.112,938
26183,20110818 15:38:34,50.9028,4.7985,8.3,2,15.7,0.181,938
26184,20110818 15:38:34,50.9075,4.8356,8.4,2,4.9,0.194,938
26185,20110818 15:38:34,50.9129,4.8885,0,1,-5.3,0.094,938
26186,20110818 15:38:34,50.901,4.8793,11.7,2,-5.3,0.465,938
26187,20110818 15:38:35,50.8893,4.7944,7.9,2,7,0.137,938
26188,20110818 15:38:35,50.8702,4.9034,12.9,2,-13.2,0.354,938
26189,20110818 15:38:35,50.9002,4.8057,12.6,2,-5.4,0.413,938
26190,20110818 15:38:35,50.887,4.8507,8.5,2,-10,0.235,938
26191,20110818 15:38:36,50.6408,4.6977,0,1,7.5,0.052,938
26192,20110818 15:38:36,50.9147,4.8118,9.7,2,-6.4,0.223,938
26193,20110818 15:38:36,50.8359,4.895,6.3,2,-3.6,0.191,938
26194,20110818 15:38:37,50.7159,4.6562,6.8,2,-4.5,0.412,938
26195,20110818 15:38:37,51.2096,4.5279,0,1,6.1,0.106,938
26196,20110818 15:38:37,51.2083,4.5315,0,1,6,0.075,938
26197,20110818 15:38:37,51.2175,4.5602,0,1,-10.2,0.046,938
26198,20110818 15:38:37,51.2121,4.5666,0,1,-18,0.052,938
26199,20110818 15:38:37,51.2217,4.5042,0,1,-28.8,0.042,938
26200,20110818 15:38:37,51.2122,4.5657,0,1,-10,0.064,938
26201,20110818 15:38:37,50.8654,4.8926,9.6,2,-6.9,0.246,938
26202,20110818 15:38:38,51.1849,4.848,0,1,9.2,0.055,938
26203,20110818 15:38:38,50.8282,4.8227,0,2,-5.8,0.342,938
26204,20110818 15:38:38,50.8477,4.8578,9,2,5.4,0.272,938
26205,20110818 15:38:38,51.2113,4.566,0,1,-8.2,0.069,938
26206,20110818 15:38:38,51.2605,4.4464,0,1,5.9,0.492,938
26207,20110818 15:38:38,50.8478,4.6514,5.5,2,-4.7,0.202,938
26208,20110818 15:38:38,51.2114,4.5654,0,1,-7.3,0.085,938
26209,20110818 15:38:38,50.9101,4.8884,0,1,3.6,0.071,938
26210,20110818 15:38:38,50.7142,4.779,10.9,2,-4.9,0.483,938
26211,20110818 15:38:38,50.6894,4.8553,0,1,4.5,0.058,938
26212,20110818 15:38:39,50.9173,4.8116,5.8,2,-5.3,0.188,938
26213,20110818 15:38:39,50.924,4.8282,8.9,2,4.8,0.281,938
26214,20110818 15:38:39,50.9039,4.9145,5.1,2,-8.7,0.103,938
26215,20110818 15:38:39,50.8672,4.9273,11,2,5.2,0.323,938
26216,20110818 15:38:39,50.9462,4.6674,0,1,4.8,0.181,938
26217,20110818 15:38:40,50.8736,4.8739,8.7,2,-4.8,0.269,938
26218,20110818 15:38:40,50.8746,4.8771,9,2,-12,0.216,938
26219,20110818 15:38:40,51.1632,4.7804,9.1,2,-5.7,0.184,938
26220,20110818 15:38:40,50.9393,4.7628,0,1,-5.5,0.064,938
26221,20110818 15:38:40,50.7784,4.109,5,2,23.1,0.084,938
26222,20110818 15:38:40,50.7755,4.1124,3.8,2,-5.6,0.146,938
26223,20110818 15:38:40,50.9174,4.7755,9.5,2,8,0.36,938
26224,20110818 15:38:40,50.7738,4.1207,0,1,-19.8,0.043,938
26225,20110818 15:38:40,50.8317,4.7999,11,2,-3.7,0.475,938
26226,20110818 15:38:40,50.7669,4.1341,0,1,-11.5,0.044,938
26227,20110818 15:38:40,50.9099,4.9102,7.9,2,-4.9,0.161,938
26228,20110818 15:38:40,50.8353,4.8254,7.7,2,-4.7,0.222,938
26229,20110818 15:38:40,50.797,4.8225,0,1,-6.8,0.066,938
26230,20110818 15:38:40,51.2761,5.0439,0,1,-6.3,0.052,938
26231,20110818 15:38:40,50.9243,4.7767,6.5,2,-7.2,0.156,938
26232,20110818 15:38:41,50.9024,4.8659,9.3,2,-6.2,0.41,938
26233,20110818 15:38:41,50.6337,4.6777,8.3,2,4.8,0.309,938
26234,20110818 15:38:41,50.6623,4.7633,0,1,5.5,0.066,938
26235,20110818 15:38:41,50.8552,4.8792,8.5,2,-4.7,0.207,938
26236,20110818 15:38:41,50.8833,4.8572,7.3,2,-5.6,0.532,938
26237,20110818 15:38:42,50.8453,4.8439,8.9,2,-5.4,0.187,938
26238,20110818 15:38:42,50.8536,4.7927,0,1,11.8,0.33,938
26239,20110818 15:38:42,50.8303,4.8486,0,1,5.2,0.365,938
26240,20110818 15:38:42,50.873,4.8186,15.6,2,12.4,0.517,938
26241,20110818 15:38:42,51.2136,4.9012,0,1,5.8,0.065,938
26242,20110818 15:38:42,51.225,4.8773,0,1,6.3,0.062,938
26243,20110818 15:38:42,50.9509,5.0475,8.8,2,-7,0.491,938
26244,20110818 15:38:42,50.8403,4.8928,11.5,2,6.3,0.419,938
26245,20110818 15:38:42,51.3886,5.6979,9.5,2,-31.6,0.139,938
26246,20110818 15:38:42,51.3854,5.6991,0,1,-13.9,0.057,938
26247,20110818 15:38:43,50.6237,4.6733,0,1,7.2,0.059,938
26248,20110818 15:38:43,50.8993,4.8946,0,1,-9.1,0.063,938
26249,20110818 15:38:43,50.7098,4.7965,13.3,2,4.9,0.607,938
26250,20110818 15:38:43,50.9357,4.777,0,1,9.5,0.079,938
26251,20110818 15:38:43,50.818,4.8153,6.3,2,4.1,0.153,938
26252,20110818 15:38:43,50.8346,4.8341,0,2,-9,0.252,938
26253,20110818 15:38:44,50.8878,4.807,7.3,2,-6,0.217,938
26254,20110818 15:38:44,50.8653,4.8802,12.3,2,6.6,0.307,938
26255,20110818 15:38:44,50.9004,4.8344,0,2,9.1,0.381,938
26256,20110818 15:38:44,50.8837,4.8884,6.6,2,-6.9,0.137,938
26257,20110818 15:38:44,50.901,4.8621,0,1,-5.8,0.863,938
26258,20110818 15:38:45,50.6559,4.7503,0,1,-7,0.06,938
26259,20110818 15:38:45,50.7222,4.793,0,1,-5.1,0.064,938
26260,20110818 15:38:45,51.4105,5.6159,0,1,3.7,0.059,938
26261,20110818 15:38:45,50.8768,4.8937,10.2,2,-4.8,0.322,938
26262,20110818 15:38:46,50.8997,4.8524,6.4,2,5,0.161,938
26263,20110818 15:38:46,50.8239,4.8069,4.7,2,-5.3,0.115,938
26264,20110818 15:38:47,50.6834,4.7206,10.1,2,-5.3,0.424,938
26265,20110818 15:38:47,50.8798,4.8476,9.6,2,-11.4,0.19,938
26266,20110818 15:38:47,50.863,4.8927,10.1,2,6.4,0.235,938
26267,20110818 15:38:48,50.8144,4.8688,0,1,-5.7,0.068,938
26268,20110818 15:38:48,50.8732,4.8918,12.1,2,5,0.474,938
26269,20110818 15:38:48,50.8933,4.9126,9.1,2,-5.5,0.193,938
26270,20110818 15:38:48,51.338,5.0835,0,1,4.7,0.075,938
26272,20110818 15:38:48,50.9286,4.8297,0,1,-10.6,0.053,938
26273,20110818 15:38:48,50.9072,4.8764,10.8,2,-6.1,0.318,938
26274,20110818 15:38:48,50.9266,4.8223,6.4,2,-8.8,0.092,938
26275,20110818 15:38:49,50.9414,4.8131,13.6,2,-6.1,0.617,938
26276,20110818 15:38:49,50.8894,4.8238,11.4,2,-3.5,0.49,938
26277,20110818 15:38:49,50.8611,4.8487,7.4,2,-7.4,0.21,938
26278,20110818 15:38:49,50.8987,4.8353,0,1,-6.7,0.077,938
26279,20110818 15:38:49,50.8917,4.5911,0,1,-6.2,0.075,938
26280,20110818 15:38:49,50.8452,4.92,11.9,2,-4.6,0.37,938
26281,20110818 15:38:49,50.8718,4.9219,10.8,2,-8.1,0.204,938
26282,20110818 15:38:49,50.8663,4.9525,0,1,-9.4,0.061,938
26284,20110818 15:38:50,50.8683,4.8789,11.1,2,2.8,0.361,938
26286,20110818 15:38:50,50.6796,4.7473,0,1,-5.1,0.06,938
26287,20110818 15:38:50,50.6634,4.7477,10.2,2,-4.4,0.346,938
26288,20110818 15:38:50,50.8885,4.9561,11.2,2,-12,0.259,938
26289,20110818 15:38:51,50.9581,4.8673,7.1,2,-11.2,0.091,938
26290,20110818 15:38:51,50.9241,4.9353,12.5,2,-6.2,0.281,938
26291,20110818 15:38:51,50.9129,4.9548,10.7,2,-4.3,0.226,938
26292,20110818 15:38:51,50.898,4.8605,8.1,2,-6,0.125,938
26293,20110818 15:38:51,50.8898,4.8969,7.1,2,4.1,0.157,938
26294,20110818 15:38:51,50.8846,4.8778,11,2,3.5,0.531,938
26295,20110818 15:38:51,50.9025,4.8142,7.3,2,3.4,0.205,938
26296,20110818 15:38:51,50.8817,4.8849,0,1,-6.5,0.061,938
26297,20110818 15:38:51,50.8168,4.8621,0,1,-5.1,0.087,938
26298,20110818 15:38:51,50.8617,4.8222,9.3,2,-5.3,0.324,938
26299,20110818 15:38:51,51.1034,4.731,0,1,5.2,0.067,938
26300,20110818 15:38:51,50.9108,4.8741,6.8,2,-9.3,0.091,938
26301,20110818 15:38:51,50.8648,4.8909,10.7,2,-2.8,0.278,938
26302,20110818 15:38:51,50.7987,4.6709,0,2,7.5,0.248,938
26303,20110818 15:38:52,50.6605,4.6804,0,1,-8.4,0.056,938
